,DateTime,P001
552,2010-05-18 10:10:00,80.49999999999997
553,2010-05-18 10:20:00,17.77
554,2010-05-18 10:30:00,209.45000000000002
555,2010-05-18 10:40:00,229.2700000000001
556,2010-05-18 10:50:00,174.88000000000005
557,2010-05-18 11:00:00,190.2
558,2010-05-18 11:10:00,122.77
559,2010-05-18 11:20:00,1.9900000000000002
560,2010-05-18 11:30:00,2.95
561,2010-05-18 11:40:00,4.199999999999999
562,2010-05-18 11:50:00,1.36
563,2010-05-18 12:00:00,4.180000000000001
564,2010-05-18 12:10:00,197.46999999999997
565,2010-05-18 12:20:00,585.58
566,2010-05-18 12:30:00,369.6799999999999
567,2010-05-18 12:40:00,1.19
568,2010-05-18 12:50:00,0.91
569,2010-05-18 13:00:00,1.36
570,2010-05-18 13:10:00,1.37
571,2010-05-18 13:20:00,2.56
572,2010-05-18 13:30:00,0.97
573,2010-05-18 13:40:00,0.33
574,2010-05-18 13:50:00,8.059999999999999
575,2010-05-18 14:00:00,3.9800000000000004
576,2010-05-18 14:10:00,5.33
577,2010-05-18 14:20:00,8.730000000000002
578,2010-05-18 14:30:00,11.160000000000004
579,2010-05-18 14:40:00,1.45
580,2010-05-18 14:50:00,1.94
581,2010-05-18 15:00:00,4.75
582,2010-05-18 15:10:00,4.2700000000000005
583,2010-05-18 15:20:00,2.8499999999999996
584,2010-05-18 15:30:00,0.48
585,2010-05-18 15:40:00,9.02
586,2010-05-18 15:50:00,8.549999999999997
587,2010-05-18 16:00:00,2.8499999999999996
588,2010-05-18 16:10:00,1.9
589,2010-05-18 16:20:00,9.499999999999998
590,2010-05-18 16:30:00,2.8499999999999996
591,2010-05-18 16:40:00,1.02
592,2010-05-18 17:30:00,1.05
593,2010-05-18 18:00:00,0.52
594,2010-05-18 18:10:00,1.11
595,2010-05-18 18:30:00,1.3
596,2010-05-18 18:40:00,0.65
597,2010-05-18 18:50:00,2.93
598,2010-05-18 19:00:00,2.92
599,2010-05-18 19:10:00,1.9500000000000002
600,2010-05-18 19:20:00,3.19
